Video name,Codec,Timestamp,CPU_Usage(%),Memory_Usage(MB)
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015503.6495407,74.8,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015503.8498201,84.7,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015504.050404,53.9,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015504.250608,92.4,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015504.4509666,84.7,132.2578125
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015504.6516604,91.4,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015504.8521478,92.4,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015505.0524595,92.4,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015505.2528272,69.3,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015505.4532053,84.7,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015505.653417,61.6,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015505.8542314,108.0,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015506.0548916,92.4,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015506.2556832,84.7,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015506.456171,53.9,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015506.6566596,77.0,120.390625
pexels-taryn-elliott-5548361 (2160p),mjpeg,1699015506.857343,69.3,96.64453125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015507.4737382,0.0,343.453125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015507.6743217,15.4,701.28515625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015507.8750157,23.1,1040.5546875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015508.075555,61.6,1120.01953125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015508.2761962,41.6,1125.91015625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015508.4764562,38.5,1131.4921875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015508.6770735,30.8,1175.07421875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015508.8776174,277.1,1400.57421875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015509.0786521,377.2,1644.078125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015509.281556,431.0,1855.7734375
pexels-taryn-elliott-5548361 (2160p),libx264,1699015509.4830303,1054.5,2054.9453125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015509.6868773,965.1,2184.09375
pexels-taryn-elliott-5548361 (2160p),libx264,1699015509.8930209,1470.1,2296.98828125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015510.0971344,1447.0,2396.4296875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015510.307579,1508.6,2483.03515625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015510.513771,1348.5,2557.37890625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015510.7189171,1477.8,2625.64453125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015510.9203403,1500.9,2684.65625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015511.123181,1424.0,2719.6015625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015511.3532283,1355.6,2740.45703125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015511.5560546,1508.6,2782.61328125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015511.7601848,1339.3,2807.84765625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015511.970925,1277.1,2830.5703125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015512.1930547,1555.4,2857.03515625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015512.3993268,1331.6,2871.0
pexels-taryn-elliott-5548361 (2160p),libx264,1699015512.6013043,1477.8,2884.6015625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015512.8035676,1193.0,2897.23828125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015513.0044947,1416.3,2912.90625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015513.2126455,1562.5,2927.421875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015513.4159298,1454.7,2940.97265625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015513.6209311,1327.1,2949.0625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015513.8219008,1388.0,2958.1953125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015514.0285392,1275.8,2969.109375
pexels-taryn-elliott-5548361 (2160p),libx264,1699015514.2344737,1393.2,2979.07421875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015514.4364507,1355.7,2981.109375
pexels-taryn-elliott-5548361 (2160p),libx264,1699015514.6378694,1354.7,2983.19140625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015514.839623,1354.7,2985.30078125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015515.0463684,1454.7,2987.48828125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015515.2556372,1085.3,2989.828125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015515.4674413,1255.7,2991.81640625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015515.671152,1270.0,2992.640625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015515.8716085,1447.0,2992.9375
pexels-taryn-elliott-5548361 (2160p),libx264,1699015516.0758793,985.2,2993.06640625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015516.278684,1339.3,2993.3203125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015516.4882576,1624.1,2993.95703125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015516.7078485,1576.8,2994.36328125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015516.9085388,1485.5,2994.82421875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015517.1098053,1531.7,2995.44140625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015517.3268425,1270.0,2996.09375
pexels-taryn-elliott-5548361 (2160p),libx264,1699015517.5273514,1146.9,2996.59765625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015517.7323477,1454.7,2997.35546875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015517.937969,1041.7,2993.0234375
pexels-taryn-elliott-5548361 (2160p),libx264,1699015518.1425462,1400.9,2999.4140625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015518.3445277,1339.3,3000.0546875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015518.55474,1370.1,3000.14453125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015518.76002,1239.2,3000.83984375
pexels-taryn-elliott-5548361 (2160p),libx264,1699015518.9628015,1270.0,3001.38671875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015519.1643174,1046.8,3001.76953125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015519.3648374,1293.1,3002.2109375
pexels-taryn-elliott-5548361 (2160p),libx264,1699015519.5663311,1409.3,3002.85546875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015519.7701504,1470.1,3003.51953125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015519.9732292,1170.0,2992.1328125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015520.1763508,1400.9,2956.90625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015520.3808806,1239.2,2957.82421875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015520.5833383,1085.3,2958.13671875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015520.7845895,685.0,2963.421875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015520.9861772,931.3,2970.5234375
pexels-taryn-elliott-5548361 (2160p),libx264,1699015521.1874526,1057.0,2978.203125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015521.3884575,854.4,2984.02734375
pexels-taryn-elliott-5548361 (2160p),libx264,1699015521.5889363,401.1,2990.078125
pexels-taryn-elliott-5548361 (2160p),libx264,1699015521.7893653,531.1,2995.62109375
pexels-taryn-elliott-5548361 (2160p),libx264,1699015521.9911737,985.2,3000.71484375
pexels-taryn-elliott-5548361 (2160p),libx264,1699015522.1917207,275.7,3006.79296875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015522.3921146,354.1,3013.63671875
pexels-taryn-elliott-5548361 (2160p),libx264,1699015522.5926452,284.8,3018.47265625
pexels-taryn-elliott-5548361 (2160p),libx264,1699015522.7928343,100.1,1584.85546875
